REGION,DIVISION,STATEFP,STATENS,GEOID,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,DP02_0001E,DP02_0002E,DP02_0003E,DP02_0004E,DP02_0005E,DP02_0006E,DP02_0007E,DP02_0008E,DP02_0009E,DP02_0010E,DP02_0011E,DP02_0012E,DP02_0013E,DP02_0014E,DP02_0015E,DP02_0016E,DP02_0017E,DP02_0018E,DP02_0019E,DP02_0020E,DP02_0021E,DP02_0022E,DP02_0023E,DP02_0024E,DP02_0025E,DP02_0026E,DP02_0027E,DP02_0028E,DP02_0029E,DP02_0030E,DP02_0031E,DP02_0032E,DP02_0033E,DP02_0034E,DP02_0035E,DP02_0036E,DP02_0037E,DP02_0038E,DP02_0039E,DP02_0040E,DP02_0041E,DP02_0042E,DP02_0043E,DP02_0044E,DP02_0045E,DP02_0046E,DP02_0047E,DP02_0048E,DP02_0049E,DP02_0050E,DP02_0051E,DP02_0052E,DP02_0053E,DP02_0054E,DP02_0055E,DP02_0056E,DP02_0057E,DP02_0058E,DP02_0059E,DP02_0060E,DP02_0061E,DP02_0062E,DP02_0063E,DP02_0064E,DP02_0065E,DP02_0066E,DP02_0067E,DP02_0068E,DP02_0069E,DP02_0070E,DP02_0071E,DP02_0072E,DP02_0073E,DP02_0074E,DP02_0075E,DP02_0076E,DP02_0077E,DP02_0078E,DP02_0079E,DP02_0080E,DP02_0081E,DP02_0082E,DP02_0083E,DP02_0084E,DP02_0085E,DP02_0086E,DP02_0087E,DP02_0088E,DP02_0089E,DP02_0090E,DP02_0091E,DP02_0092E,DP02_0093E,DP02_0094E,DP02_0095E,DP02_0096E,DP02_0097E,DP02_0098E,DP02_0099E,DP02_0100E,DP02_0101E,DP02_0102E,DP02_0103E,DP02_0104E,DP02_0105E,DP02_0106E,DP02_0107E,DP02_0108E,DP02_0109E,DP02_0110E,DP02_0111E,DP02_0112E,DP02_0113E,DP02_0114E,DP02_0115E,DP02_0116E,DP02_0117E,DP02_0118E,DP02_0119E,DP02_0120E,DP02_0121E,DP02_0122E,DP02_0123E,DP02_0124E,DP02_0125E,DP02_0126E,DP02_0127E,DP02_0128E,DP02_0129E,DP02_0130E,DP02_0131E,DP02_0132E,DP02_0133E,DP02_0134E,DP02_0135E,DP02_0136E,DP02_0137E,DP02_0138E,DP02_0139E,DP02_0140E,DP02_0141E,DP02_0142E,DP02_0143E,DP02_0144E,DP02_0145E,DP02_0146E,DP02_0147E,DP02_0148E,DP02_0149E,DP02_0150E,DP02_0151E,DP02_0152E,DP02_0153E,DP02_0154E,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,OBJECTID,GEOIDFQ,SHAPEAREA,SHAPELEN
3,5,11,01702382,11,DC,District of Columbia,00,G4000,A,158316181,18709785,+38.9042474,-077.0165167,321556,80683,31532,24555,2607,82314,2523,65841,12407,134004,19446,84237,22269,64200,68256,1.99,2.98,640800,321556,80229,25092,143255,39993,30675,264330,144626,93546,3720,4013,18425,298159,165641,83570,4167,15149,29632,8473,3505,24,42,7,46,45,9338,2829,304,390,844,1291,2829,2363,954,157255,14633,8179,53547,22177,58719,484406,14044,20607,70322,57350,14177,126307,181599,449755,307906,542941,20481,663014,72611,125405,5680,454382,40038,83227,26893,663240,534246,128994,119096,65344,53752,0,53752,9898,672079,582501,568087,238063,330024,14414,89578,89578,44503,45075,103992,14414,4282,10132,89578,31849,57729,89578,15147,19085,14822,776,37769,1979,631163,517629,113534,32254,58315,20344,27536,3233,13372,4176,14311,4501,672079,18916,6856,2174,1938,4704,45647,11680,2367,51781,3333,2861,52381,30159,2308,3946,15045,1647,9080,3690,9710,1350,26400,5796,1753,3657,2660,12812,321556,308742,289940,ACS_Social_DC_1,,{A96C668F-DC1C-44DC-824A-CF57D303014B},1,0400000US11,0,0
