X,Y,ENFORCEMENT_SPACE_CODE,SITE_CODE,ENFORCEMENT_TYPE,LOCATION_DESCRIPTION,SPEED_LIMIT,DEVICE_MOBILITY,CAMERA_STATUS,ACTIVE_STATUS,CAMERA_LATITUDE,CAMERA_LONGITUDE,CAMERA_EASTING,CAMERA_NORTHING,WARD,ANC,SMD,OBJECTID,GLOBALID
-8572621.60620497,4711027.16372238,ATE 0183,1513,Speed,2800 BLK N CAPITOL ST NW S/B,25,,Live,Active,38.92565,-77.00917,399205.03105061,139751.84009004,5.0,5E,5E05,127227,{39A63775-CF2E-6356-E063-782F520A029D}
-8582697.68995699,4711702.86265079,ATE 0186,1302,Speed,2900 BLK ARIZONA AVE NW S/B,25,,Live,Active,38.930372,-77.099685,391356.80909253,140280.70194898,3.0,3D,3D02,127228,{39A63775-CF2F-6356-E063-782F520A029D}
-8578272.18356334,4716086.69781263,ATE 0187,1403,Speed,2900 BLK MILITARY RD NW E/B,25,,Live,Active,38.961,-77.05993,394806.07325158,143677.66938804,3.0,3/,3/4G03,127229,{39A63775-CF30-6356-E063-782F520A029D}
-8568030.79049592,4711351.98588137,ATE 0188,1516,Speed,2900 BLK S DAKOTA AVE NE NW/B,25,,Live,Active,38.92792,-76.96793,402780.97241676,140004.27790601,5.0,5C,5C02,127230,{39A63775-CF31-6356-E063-782F520A029D}
-8569469.03825174,4705246.49502887,ATE 0191,1704,Speed,300 BLK 17TH ST SE S/B,25,,Live,Active,38.88524,-76.98085,401661.67437805,135266.13687301,7.0,7D,7D10,127231,{39A63775-CF32-6356-E063-782F520A029D}
-8573315.12668092,4708124.25876595,ATE 0193,1207,Speed,300 BLK NEW YORK AVE NW W/B,25,Fixed,Live,Active,38.90536,-77.0154,398664.43119401,137499.55430102,2.0,2G,2G06,127232,{39A63775-CF33-6356-E063-782F520A029D}
-8572486.90973065,4711625.30243529,ATE 0199,1606,Speed,3000 BLK N CAPITOL ST NW S/B,40,,Live,Active,38.92983,-77.00796,399309.99383476,140215.84601348,5.0,5E,5E06,127553,{39A63775-CF34-6356-E063-782F520A029D}
-8567540.762066,4703162.6275767,ATE 0200,1714,Speed,3000 BLK PENNSYLVANIA AVE SE NW/B,25,,Live,Active,38.870667,-76.963528,403165.20840619,133648.88160116,7.0,7B,7B04,127554,{39A63775-CF35-6356-E063-782F520A029D}
-8567516.49439157,4701809.12196689,ATE 0204,1702,Speed,3100 BLK ALABAMA AVE SE NE/B,25,,Live,Active,38.8612,-76.96331,403184.54868871,132597.98281934,7.0,7B,7B05,127555,{39A63775-CF36-6356-E063-782F520A029D}
-8568310.20244467,4711671.09447194,ATE 0206,1537,Speed,3100 BLK S DAKOTA AVE NE SE/B,25,,Live,Active,38.93015,-76.97044,402563.25043739,140251.75357555,5.0,5C,5C07,127556,{39A63775-CF37-6356-E063-782F520A029D}
-8567297.30635781,4701895.75692334,ATE 0207,1703,Speed,3200 BLK ALABAMA AVE SE W/B,25,,Live,Active,38.861806,-76.961341,403355.41172234,132665.32373127,7.0,7B,7B02,127557,{39A63775-CF38-6356-E063-782F520A029D}
-8567016.6699471,4710722.38410582,ATE 0208,1522,Speed,3200 BLK FORT LINCOLN DRIVE NE S/B,25,,Live,Active,38.92352,-76.95882,403571.11982649,139516.15738789,5.0,5C,5C01,127558,{39A63775-CF39-6356-E063-782F520A029D}
-8578038.41268062,4712244.94265425,ATE 0209,1310,Speed,3300 BLK CONNECTICUT AVE NW S/B,25,Portable,Live,Active,38.93416,-77.05783,394986.19199545,140698.07160542,3.0,3C,3C05,127559,{39A63775-CF3A-6356-E063-782F520A029D}
-8566958.78370408,4704840.35538785,ATE 0211,1745,Speed,3300 BLK MINNESOTA AVE SE S/B,25,Fixed,Live,Active,38.8824,-76.9583,403618.29675275,134951.52712614,7.0,7F,7F06,127560,{39A63775-CF3B-6356-E063-782F520A029D}
-8567213.70543603,4709756.59357217,ATE 0212,1521,Speed,3300 BLK NEW YORK AVE NE E/B,45,,Live,Active,38.91677,-76.96059,403417.95732075,138766.78300726,5.0,5C,5C04,127561,{39A63775-CF3C-6356-E063-782F520A029D}
-8574258.24261399,4712052.86153275,ATE 0216,1127,Speed,3400 BLK GEORGIA AVE NW S/B,25,,Idle,Retired,38.93281,-77.02387,397930.37632623,140547.75586929,1,1E,1E03,127562,{39A63775-CF3D-6356-E063-782F520A029D}
-8571997.43791297,4698984.16858397,ATE 0217,1808,Speed,3400 BLK MLK JR. AVE SE SW/B,25,,Live,Active,38.841437,-77.003563,399690.86384358,130403.51636895,8.0,8C,8C04,127563,{39A63775-CF3E-6356-E063-782F520A029D}
-8570907.95405452,4698885.8389094,ATE 0218,1809,Speed,3400 BLK WHEELER ROAD SE S/B,25,,Live,Active,38.840749,-76.993776,400540.5280411,130327.15600011,8.0,8C,8C07,127564,{39A63775-CF3F-6356-E063-782F520A029D}
-8566657.10795772,4705356.61309532,ATE 0222,1746,Speed,3500 BLK MINNESOTA AVE SE N/B,25,Fixed,Live,Active,38.88601,-76.95559,403853.235609,135352.37570852,7.0,7B,7B09,127565,{39A63775-CF40-6356-E063-782F520A029D}
-8566290.86684016,4706030.21866168,ATE 0238,1747,Speed,3700 BLK MINNESOTA AVE NE NE/B,25,,Live,Active,38.89072,-76.9523,404138.40561303,135875.36620639,7.0,7F,7F02,127566,{39A63775-CF41-6356-E063-782F520A029D}
-8568860.12067076,4712396.63870306,ATE 0240,1411,Speed,3700 BLK S DAKOTA AVE NE SE/B,25,,Live,Active,38.93522,-76.97538,402134.76519112,140814.44036818,5.0,5B,5B07,127567,{39A63775-CF42-6356-E063-782F520A029D}
-8566209.04703869,4701653.43823229,ATE 0241,1716,Speed,3700 BLK SOUTHERN AVE SE SW/B,25,,Live,Active,38.860111,-76.951565,404203.97333958,132477.57120103,7.0,7B,7B06,127568,{39A63775-CF43-6356-E063-782F520A029D}
-8579699.74480824,4709762.88881635,ATE 0244,3201,Stop Sign,37TH ST S/B @ WHITEHAVEN PKWY NW,25,,Live,Active,38.916814,-77.072754,393690.71243801,138773.44407094,3.0,3B,3B02,127569,{39A63775-CF44-6356-E063-782F520A029D}
-8565808.85342553,4706572.28195199,ATE 0245,1727,Speed,3900 BLK BENNING RD NE SE/B,30,Portable,Live,Active,38.89451,-76.94797,404513.81549645,136296.2910644,7.0,7F,7F01,127570,{39A63775-CF45-6356-E063-782F520A029D}
-8565504.72860187,4705897.35324345,ATE 0247,1712,Speed,3900 BLK E CAPITOL ST SE E/B,35,,Live,Active,38.889791,-76.945238,404751.13211696,135772.58379095,7.0,7F,7F02,127571,{39A63775-CF46-6356-E063-782F520A029D}
-8574352.62440556,4713022.0507736,ATE 0248,1419,Speed,3900 BLK GEORGIA AVE NW S/B,25,Fixed,Live,Active,38.93959,-77.02472,397857.06834126,141299.5510714,4.0,4C,4C02,127572,{39A63775-CF47-6356-E063-782F520A029D}
-8565806.07040613,4702024.13822782,ATE 0253,1730,Speed,3900 BLK SOUTHERN AVE SE NE/B,25,Portable,Live,Active,38.862704,-76.947945,404517.99747939,132765.58587817,,,,127573,{39A63775-CF48-6356-E063-782F520A029D}
-8573367.11296222,4714930.86935143,ATE 0254,3505,Stop Sign,3RD ST N/B @ HAMILTON ST NW,20,,Live,Active,38.952926,-77.015867,398624.84274368,142779.79576189,4.0,4D,4D08,127574,{39A63775-CF49-6356-E063-782F520A029D}
-8573173.41699942,4706823.8719395,ATE 0256,1601,Speed,3RD ST TUNNEL NW N/B BY MA AVE,45,,Live,Active,38.896269,-77.014127,398774.69161977,136490.36263871,6.0,6E,6E08,127575,{39A63775-CF4A-6356-E063-782F520A029D}
-8573254.45755122,4707734.31125696,ATE 0257,1604,Speed,3RD ST TUNNEL NW S/B BY 3RD ST,45,,Live,Active,38.902634,-77.014855,398711.65378902,137196.93846354,6.0,6E,6E03,127576,{39A63775-CF4B-6356-E063-782F520A029D}
-8573548.74761179,4709416.36977895,ATE 0258,1117,Speed,400 BLK FLORIDA AVE NW NW/B,25,Portable,Live,Active,38.914392,-77.017441,398487.59188523,138502.21211444,1.0,1B,1B01,127577,{39A63775-CF4C-6356-E063-782F520A029D}
-8573742.05383817,4709236.21724084,ATE 0260,1503,Speed,400 BLK RHODE ISLAND AVE NW E/B,25,,Idle,Retired,38.913125,-77.019233,398331.96222449,138362.45903302,2,2G,2G03,127578,{39A63775-CF4D-6356-E063-782F520A029D}
-8565506.06446901,4705898.64035512,ATE 0264,1713,Speed,4000 BLK EAST CAPITOL ST NE W/B,35,,Live,Active,38.8898,-76.94525,404750.09044285,135773.58223647,7.0,7F,7F02,127579,{39A63775-CF4E-6356-E063-782F520A029D}
-8570592.14054747,4697994.34122185,ATE 0265,1810,Speed,4000 BLK WHEELER ROAD SE N/B,25,,Idle,Retired,38.834511,-76.990939,400786.89345528,129634.71608028,8.0,8E,8E04,127580,{39A63775-CF4F-6356-E063-782F520A029D}
-8571818.99270355,4716687.99832881,ATE 0272,1520,Speed,4200 BLK EASTERN AVE NE SE/B,25,,Live,Active,38.9652,-77.00196,399830.32366111,144142.20528309,4.0,4B,4B10,127581,{39A63775-CF50-6356-E063-782F520A029D}
-8573011.66977478,4697141.93203464,ATE 0274,1823,Speed,4200 BLK MLK JR AVE SW S/B,25,Portable,Live,Active,38.828546,-77.012674,398899.69313313,128972.59843901,8.0,8D,8D07,127582,{39A63775-CF51-6356-E063-782F520A029D}
-8564931.32190102,4702905.40910646,ATE 0278,1710,Speed,4200 BLK SOUTHERN AVE SE NE/B,25,,Live,Active,38.868868,-76.940087,405199.53781876,133450.25315554,7.0,7B,7B08,127583,{39A63775-CF52-6356-E063-782F520A029D}
-8580701.17495508,4709168.57938309,ATE 0283,1304,Speed,4300 BLK RESERVOIR RD NW E/B,25,,Live,Active,38.91266,-77.08175,392910.13604605,138312.9760422,3.0,3D,3D07,127584,{39A63775-CF53-6356-E063-782F520A029D}
-8572462.41932234,4696959.59863268,ATE 0284,1803,Speed,4300 BLK SOUTH CAPITOL ST SW S/B,30,,Live,Active,38.82727,-77.00774,399328.10396673,128830.90604543,8.0,8D,8D06,127585,{39A63775-CF54-6356-E063-782F520A029D}
-8565334.40976213,4704744.82913723,ATE 0285,1754,Speed,4300 BLK TEXAS AVE SE S/B,25,,Live,Active,38.881732,-76.943708,404884.42080413,134878.05353203,7.0,7F,7F05,127586,{39A63775-CF55-6356-E063-782F520A029D}
-8573012.22627245,4696798.84512318,ATE 0287,1807,Speed,4400 BLK MLK JR AVE SW S/B,25,,Idle,Retired,38.826145,-77.012679,398899.22195589,128706.07156395,8.0,8D,8D07,127587,{39A63775-CF56-6356-E063-782F520A029D}
-8565067.46556637,4705025.40428866,ATE 0290,1755,Speed,4400 BLK TEXAS AVE SE N/B,25,Portable,Live,Active,38.883694,-76.94131,405092.34575908,135095.98153443,7.0,7E,7E07,127588,{39A63775-CF57-6356-E063-782F520A029D}
-8564603.26333086,4705714.14772083,ATE 0291,1728,Speed,4500 BLK BENNING RD SE SE/B,25,Fixed,Live,Active,38.88851,-76.93714,405453.78208952,135630.8354504,7.0,7E,7E07,127589,{39A63775-CF58-6356-E063-782F520A029D}
-8581812.14344962,4713397.03027545,ATE 0297,1307,Speed,4600 BLK MASSACHUSETTS AVE NW NW/B,25,,Live,Active,38.94221,-77.09173,392047.88272123,141594.09956014,3.0,3E,3E06,127590,{39A63775-CF59-6356-E063-782F520A029D}
-8564973.95719738,4705453.86122186,ATE 0300,1729,Speed,4600 BLK TEXAS AVE SE N/B,25,Fixed,Live,Active,38.88669,-76.94047,405165.01036079,135428.60773028,7.0,7E,7E07,127591,{39A63775-CF5A-6356-E063-782F520A029D}
-8581904.53857557,4709380.31783243,ATE 0303,1308,Speed,4700 blk MacArthur Blvd NW s/b ,25,,Live,Active,38.91414,-77.09256,391972.76848836,138478.16329029,3.0,3D,3D06,127592,{39A63775-CF5B-6356-E063-782F520A029D}
-8581684.12597923,4709390.33256514,ATE 0304,1303,Speed,4700 BLK RESERVOIR RD NW SE/B,25,,Live,Active,38.91421,-77.09058,392144.4948846,138485.76161396,3.0,3D,3D06,127593,{39A63775-CF5C-6356-E063-782F520A029D}
-8564181.3624662,4704803.17445858,ATE 0308,1725,Speed,4800 BLK BENNING RD SE NW/B,30,Fixed,Live,Active,38.88214,-76.93335,405783.11039493,134923.94979072,7.0,7E,7E04,127594,{39A63775-CF5D-6356-E063-782F520A029D}
-8564264.85203978,4704887.54681152,ATE 0309,1726,Speed,4800 BLK BENNING RD SE SE/B,30,Fixed,Live,Active,38.88273,-76.9341,405717.98896013,134989.39704462,7.0,7E,7E07,127595,{39A63775-CF5E-6356-E063-782F520A029D}
-8579270.27412224,4714971.2366099,ATE 0311,1311,Speed,4800 BLK CONNECTICUT AVE NW S/B,25,Portable,Live,Active,38.953208,-77.068896,394028.34035797,142813.23439712,3.0,3F,3F04,127596,{39A63775-CF5F-6356-E063-782F520A029D}
-8570466.46099306,4714144.16807766,ATE 0313,1507,Speed,4800 BLK S DAKOTA AVE NE NW/B,25,,Live,Active,38.94743,-76.98981,400883.5182442,142169.61983919,5.0,5A,5A02,127597,{39A63775-CF60-6356-E063-782F520A029D}
-8575671.76028719,4714615.09361294,ATE 0317,1406,Speed,4900 BLK 16TH ST NW N/B,25,,Live,Active,38.95072,-77.03657,396830.2192741,142535.42521101,4.0,4E,4E06,127598,{39A63775-CF61-6356-E063-782F520A029D}
-8574640.94183317,4714529.20888572,ATE 0320,1412,Speed,4900 BLK GEORGIA AVE NW S/B,25,Fixed,Live,Active,38.95012,-77.02731,397632.8761972,142468.53893275,4.0,4E,4E04,127599,{39A63775-CF62-6356-E063-782F520A029D}
-8564142.84594965,4706253.33359419,ATE 0323,3703,Stop Sign,49TH ST S/B @ BLAINE ST NE,25,,Live,Active,38.89228,-76.933004,405812.30521361,136049.58996468,7.0,7F,7F04,127600,{39A63775-CF63-6356-E063-782F520A029D}
-8571673.38685652,4697159.93701934,ATE 0324,3807,Stop Sign,4TH ST N/B @ CHESAPEAKE ST SE,25,,Live,Active,38.828672,-77.000652,399943.57233186,128986.50906436,8.0,8D,8D03,127601,{39A63775-CF64-6356-E063-782F520A029D}
-8563635.00646026,4707868.77418425,ATE 0326,1756,Speed,5000 BLK SHERIFF ROAD NE W/B,25,,Live,Active,38.903574,-76.928442,406207.09063175,137303.61372433,7.0,7C,7C04,127602,{39A63775-CF65-6356-E063-782F520A029D}
-8563865.77173845,4704001.09939599,ATE 0327,1731,Speed,5000 BLK SOUTHERN AVE SE SW/B,25,Portable,Live,Active,38.876531,-76.930515,406029.56461836,134301.49180574,7.0,7E,7E02,127603,{39A63775-CF66-6356-E063-782F520A029D}
-8583133.50575518,4712475.34966716,ATE 0329,1203,Speed,5100 BLK LOUGHBORO RD NW W/B,25,,Live,Active,38.93577,-77.1036,391018.03178512,140880.30432647,3.0,3D,3D03,127604,{39A63775-CF67-6356-E063-782F520A029D}
-8563726.06570452,4704121.0705333,ATE 0330,1732,Speed,5100 BLK SOUTHERN AVE SE NE/B,25,Fixed,Live,Active,38.87737,-76.92926,406138.3917611,134394.71074295,7.0,7E,7E02,127605,{39A63775-CF68-6356-E063-782F520A029D}
-8575336.68860804,4715121.82814776,ATE 0331,1407,Speed,5200 BLK 14TH ST NW S/B,25,,Idle,Retired,38.95426,-77.03356,397091.27706365,142928.2971144,4.0,4E,4E03,127606,{39A63775-CF69-6356-E063-782F520A029D}
-8570615.62904432,4715479.70681002,ATE 0333,1508,Speed,5300 BLK EASTERN AVE NE SE/B,25,,Live,Active,38.95676,-76.99115,400767.2583903,143205.32239338,5.0,5A,5A01,127607,{39A63775-CF6A-6356-E063-782F520A029D}
-8571567.41068422,4715220.60141772,ATE 0335,1539,Speed,5400 BLK S DAKOTA AVE NE NW/B,25,Fixed,Live,Active,38.95495,-76.9997,400026.18928669,143004.358697,5.0,5A,5A01,127608,{39A63775-CF6B-6356-E063-782F520A029D}
-8579975.37182579,4716530.0819111,ATE 0336,1312,Speed,5500 BLK CONNECTICUT AVE NW S/B,25,Portable,Live,Active,38.964097,-77.07523,393480.31099393,144022.44677089,3.0,3/,3/4G06,127609,{39A63775-CF6C-6356-E063-782F520A029D}
-8562906.64297739,4705892.63366667,ATE 0337,1701,Speed,5500 BLK E CAPITOL ST SE E/B,30,,Live,Active,38.889758,-76.921899,406775.93909203,135770.39395959,7.0,7C,7C08,127610,{39A63775-CF6D-6356-E063-782F520A029D}
-8572621.27230999,4711028.59455819,ATE 0338,1417,Speed,5500 BLK NORTH CAPITOL ST NW S/B,25,Portable,Live,Active,38.92566,-77.009167,399205.29130008,139752.95014905,5.0,5E,5E05,127611,{39A63775-CF6E-6356-E063-782F520A029D}
-8562679.66252892,4705912.94234593,ATE 0340,1724,Speed,5600 BLK EAST CAPITOL ST NE W/B,30,Fixed,Live,Active,38.8899,-76.91986,406952.82128652,135786.31037349,7.0,7C,7C02,127612,{39A63775-CF6F-6356-E063-782F520A029D}
-8574744.46899022,4715887.70381963,ATE 0341,1413,Speed,5700 BLK GEORGIA AVE NW S/B,25,Fixed,Live,Active,38.95961,-77.02824,397552.58701873,143522.04010415,4.0,4E,4E01,127613,{39A63775-CF70-6356-E063-782F520A029D}
-8573082.46893586,4715813.2610511,ATE 0342,1405,Speed,5700 BLK KANSAS AVE NW SW/B,25,,Live,Active,38.95909,-77.01331,398846.58197304,143464.02079215,4.0,4B,4B06,127614,{39A63775-CF71-6356-E063-782F520A029D}
-8583880.4596201,4712247.8047918,ATE 0343,1306,Speed,5700 BLK MACARTHUR BLVD NW N/B,25,,Live,Active,38.93418,-77.11031,390436.05954986,140704.48221813,3.0,3D,3D03,127615,{39A63775-CF72-6356-E063-782F520A029D}
-8572263.15746483,4716128.21498392,ATE 0345,1409,Speed,5800 BLK NEW HAMPSHIRE AVE NE SW/B,25,,Live,Active,38.96129,-77.00595,399484.50375708,143708.17383785,4.0,4B,4B10,127616,{39A63775-CF73-6356-E063-782F520A029D}
-8573886.52962895,4709589.7714463,ATE 0349,1118,Speed,600 BLK FLORIDA AVE NW SE/B,25,Portable,Live,Active,38.915604,-77.020533,398219.46429339,138636.80994462,2.0,2G,2G01,127617,{39A63775-CF74-6356-E063-782F520A029D}
-8565860.72828845,4707210.06563336,ATE 0352,1719,Speed,600 BLK KENILWORTH AVE NE S/B,25,,Live,Active,38.898969,-76.948436,404473.11017994,136791.25240255,7.0,7D,7D03,127618,{39A63775-CF75-6356-E063-782F520A029D}
-8574087.68401969,4715806.10314822,ATE 0356,1410,Speed,600 BLK MISSOURI AVE NW SE/B,25,,Live,Active,38.95904,-77.02234,398063.93253782,143458.62316811,4.0,4D,4D01,127619,{39A63775-CF76-6356-E063-782F520A029D}
-8571080.94446746,4709069.86505152,ATE 0357,1523,Speed,600 BLK NEW YORK AVE NE E/B,35,,Live,Active,38.91197,-76.99533,400405.21186432,138233.21593742,5.0,5D,5D01,127620,{39A63775-CF77-6356-E063-782F520A029D}
-8573934.06301134,4707879.64569906,ATE 0358,1208,Speed,600 BLK NEW YORK AVE NW E/B,25,Fixed,Live,Active,38.90365,-77.02096,398182.12806513,137309.82653581,2.0,2G,2G06,127621,{39A63775-CF78-6356-E063-782F520A029D}
-8573841.66791009,4707865.34104,ATE 0359,1209,Speed,600 BLK NEW YORK AVE NW W/B,25,Fixed,Live,Active,38.90355,-77.02013,398254.11932437,137298.7095254,2.0,2G,2G06,127622,{39A63775-CF79-6356-E063-782F520A029D}
-8570968.51183525,4709155.7035613,ATE 0360,1525,Speed,600 BLK NEW YORK AVE NE W/B,35,Fixed,Live,Active,38.91257,-76.99432,400492.80430574,138299.82584493,5.0,5D,5D01,127623,{39A63775-CF7A-6356-E063-782F520A029D}
-8571262.39529608,4696572.36540255,ATE 0363,1817,Speed,600 BLK SOUTHERN AVE SE NE/B,30,Fixed,Live,Active,38.82456,-76.99696,400264.16603217,128530.05400718,8.0,8E,8E09,127624,{39A63775-CF7B-6356-E063-782F520A029D}
-8574698.82800489,4716414.54529963,ATE 0364,1415,Speed,6000 BLK GEORGIA AVE NW N/B,25,Fixed,Live,Active,38.96329,-77.02783,397588.24682235,143930.5433178,4.0,4B,4B05,127625,{39A63775-CF7C-6356-E063-782F520A029D}
-8574722.20502081,4716393.07028204,ATE 0365,1416,Speed,6000 BLK GEORGIA AVE NW S/B,25,Fixed,Live,Active,38.96314,-77.02804,397570.04166234,143913.89749069,4.0,4A,4A06,127626,{39A63775-CF7D-6356-E063-782F520A029D}
-8573310.67390655,4717431.08322475,ATE 0369,1408,Speed,6600 BLK BLAIR RD NW S/B,25,,Live,Active,38.97039,-77.01536,398669.11548175,144718.45435108,4.0,4B,4B07,127627,{39A63775-CF7E-6356-E063-782F520A029D}
-8572598.00651593,4707229.23270962,ATE 0375,1611,Speed,700 BLK N CAPITOL ST NE N/B,25,Portable,Live,Active,38.899103,-77.008958,399223.12489077,136804.90245424,6.0,6E,6E07,127628,{39A63775-CF7F-6356-E063-782F520A029D}
-8562687.12090369,4707506.44351634,ATE 0381,1715,Speed,800 BLK EASTERN AVE NE E/B,25,,Live,Active,38.901041,-76.919927,406945.92385949,137023.0438524,7.0,7C,7C06,127629,{39A63775-CF80-6356-E063-782F520A029D}
-8564959.93092626,4703902.14930857,ATE 0383,1720,Speed,800 BLK RIDGE RD  SE NW/B,25,,Live,Active,38.875839,-76.940344,405176.72925163,134224.07136452,7.0,7E,7E01,127630,{39A63775-CF81-6356-E063-782F520A029D}
-8574486.20770918,4716366.87079255,ATE 0386,3410,Stop Sign,9TH ST S/B @ PEABODY ST NW,20,,Live,Active,38.962957,-77.02592,397753.77006905,143893.528481,4.0,4B,4B05,127631,{39A63775-CF82-6356-E063-782F520A029D}
-8570619.97050118,4697704.38551116,ATE 0387,3809,Stop Sign,9TH ST SE/B @ BARNABY ST SE,20,,Live,Active,38.832482,-76.991189,400765.209319,129409.48126974,8.0,8E,8E06,127632,{39A63775-CF83-6356-E063-782F520A029D}
-8576435.74598467,4713759.57130763,ATE 0393,3403,Stop Sign,BLAGDEN AVE NE/B @ ALLISON ST NW,25,,Live,Active,38.944743,-77.043433,396235.00390138,141872.18529837,4.0,4E,4E06,127633,{39A63775-CF84-6356-E063-782F520A029D}
-8569724.96171817,4700323.71866927,ATE 0395,3801,Stop Sign,BRUCE PL E/B @ 15TH PL SE,25,,Live,Active,38.850809,-76.983149,401462.91445346,131444.00263176,8.0,8C,8C03,127634,{39A63775-CF85-6356-E063-782F520A029D}
-8577301.47760698,4710678.02727104,ATE 0403,2306,Red Light,CONNECTICUT AVE N/B @ CALVERT ST NW,25,,Live,Active,38.92321,-77.05121,395559.47926275,139482.18506858,3.0,3C,3C01,127635,{39A63775-CF86-6356-E063-782F520A029D}
-8579469.09080885,4715412.85406778,ATE 0406,2305,Red Light,CONNECTICUT AVE S/B @ NEBRASKA AVE NW,30,,Live,Active,38.956293,-77.070682,393873.79661662,143155.81582137,3.0,3F,3F06,127636,{39A63775-CF87-6356-E063-782F520A029D}
-8575289.3778248,4706244.17998578,ATE 0408,2221,Red Light,CONSTITUTION AVE W/B @ 15TH ST NW,30,,Live,Active,38.892216,-77.033135,397125.61507946,136040.87460809,2.0,2C,2C03,127637,{39A63775-CF88-6356-E063-782F520A029D}
-8566041.51120144,4707007.09757604,ATE 0413,1707,Speed,DC295 .7 MILES S/O EASTERN AVE NE S/b,50,,Live,Active,38.89755,-76.95006,404332.32232717,136633.65381667,7.0,7D,7D03,127638,{39A63775-CF89-6356-E063-782F520A029D}
-8566190.79065669,4706794.12146366,ATE 0416,1706,Speed,DC295 NE AT BENNING RD EXIT N/B,50,,Live,Active,38.896061,-76.951401,404216.08284182,136468.30025168,7.0,7D,7D03,127639,{39A63775-CF8A-6356-E063-782F520A029D}
-8573465.63062046,4696263.16092135,ATE 0418,1802,Speed,DC295 SW 0.05 MILE S/O EXIT 1 N/B,50,,Live,Active,38.822396,-77.016752,398545.47210564,128289.96490427,8.0,8D,8D04,127640,{39A63775-CF8B-6356-E063-782F520A029D}
-8581204.11634332,4715145.87721399,ATE 0429,3302,Stop Sign,FESSENDEN ST E/B @ 44TH ST NW,25,,Live,Active,38.954428,-77.086268,392522.67878054,142949.94518981,3.0,3E,3E03,127641,{39A63775-CF8C-6356-E063-782F520A029D}
-8570721.49385683,4704185.27498775,ATE 0444,2601,Red Light,I-695 OFF RAMP E/B @ 11TH ST SE,35,,Live,Active,38.877819,-76.992101,400685.58869214,134442.20464258,6.0,6B,6B04,127642,{39A63775-CF8D-6356-E063-782F520A029D}
-8573349.6357574,4705563.98159632,ATE 0447,2603,Red Light,INDEPENDENCE AVE E/B @ 3RD ST SW,30,,Live,Active,38.88746,-77.01571,398637.2006253,135512.51709914,6.0,6D,6D02,127643,{39A63775-CF8E-6356-E063-782F520A029D}
-8574167.72270621,4713926.03251036,ATE 0452,3401,Stop Sign,KANSAS AVE NE/B @ BUCHANAN ST NW,30,,Live,Active,38.945906,-77.023059,398001.24701992,142000.64541084,4.0,4D,4D06,127644,{39A63775-CF8F-6356-E063-782F520A029D}
-8573494.90773013,4715600.81582027,ATE 0455,3402,Stop Sign,LONGFELLOW ST W/B @ MISSOURI AVE NW,20,,Live,Active,38.957606,-77.017015,398525.43153678,143299.3364692,4.0,4B,4B06,127645,{39A63775-CF90-6356-E063-782F520A029D}
-8579376.58428056,4708087.78095369,ATE 0456,2208,Red Light,M ST W/B @ WHITEHURST FRWY NW,25,,Live,Active,38.905105,-77.069851,393941.47580493,137473.45263548,2.0,2E,2E05,127646,{39A63775-CF91-6356-E063-782F520A029D}
-8571609.71201314,4699494.84057472,ATE 0458,1806,Speed,MALCOLM X AVE E/B @ OAKWOOD ST SE,25,,Idle,Retired,38.84501,-77.00008,399993.24105387,130800.13805044,8.0,8C,8C04,127647,{39A63775-CF92-6356-E063-782F520A029D}
-8571079.49734905,4699499.41425162,ATE 0459,3806,Stop Sign,MALCOLM X AVE W/B @ 7TH ST SE,30,,Live,Active,38.845042,-76.995317,400406.72030839,130803.70068819,8.0,8C,8C03,127648,{39A63775-CF93-6356-E063-782F520A029D}
-8565929.30106258,4703490.7729407,ATE 0460,3702,Stop Sign,MASSACHUSETTS AVE E/B @ FORT DAVIS,25,,Live,Active,38.872962,-76.949052,404421.28636143,133904.24511609,7.0,7B,7B07,127649,{39A63775-CF94-6356-E063-782F520A029D}
-8575228.70872352,4716216.97653198,ATE 0462,1402,Speed,MILITARY RD W/B @ 14TH ST NW,30,,Live,Active,38.96191,-77.03259,397175.6577784,143777.48701638,4.0,4E,4E02,127650,{39A63775-CF95-6356-E063-782F520A029D}
-8572610.58562822,4707439.07102061,ATE 0472,2604,Red Light,N CAPITOL ST S/B @ H ST NW,25,,Live,Active,38.90057,-77.009071,399213.33889808,136967.75214292,6.0,6E,6E07,127651,{39A63775-CF96-6356-E063-782F520A029D}
-8572549.24865112,4708451.84916873,ATE 0478,1526,Speed,NEW YORK AVE SW/B @ N CAPITOL ST NE,25,,Live,Active,38.90765,-77.00852,399261.20774479,137753.6847067,5.0,5F,5F07,127652,{39A63775-CF97-6356-E063-782F520A029D}
-8572080.03693485,4708663.42957564,ATE 0479,2505,Red Light,NEW YORK AVE W/B @ FLORIDA AVE NE,30,,Live,Active,38.909129,-77.004305,399626.80159522,137917.84008863,5.0,5F,5F06,127653,{39A63775-CF98-6356-E063-782F520A029D}
-8573361.88087297,4708089.92677509,ATE 0484,2605,Red Light,NEW YORK AVE W/B @ 4TH ST NW,25,Fixed,Live,Active,38.90512,-77.01582,398627.99689873,137472.91858807,2.0,2G,2G06,127654,{39A63775-CF99-6356-E063-782F520A029D}
