X,Y,ENFORCEMENT_SPACE_CODE,SITE_CODE,ENFORCEMENT_TYPE,LOCATION_DESCRIPTION,SPEED_LIMIT,DEVICE_MOBILITY,CAMERA_STATUS,ACTIVE_STATUS,CAMERA_LATITUDE,CAMERA_LONGITUDE,CAMERA_EASTING,CAMERA_NORTHING,WARD,ANC,SMD,OBJECTID,GLOBALID
-8570621.75160838,4712225.3368882,ATE 0035,3504,Stop Sign,12TH ST N/B @ OTIS ST NE,25,,Live,Active,38.934023,-76.991205,400762.73438984,140681.31187325,5.0,5B,5B04,127799,{39A63775-D02A-6356-E063-782F520A029D}
-8574279.15345706,4708599.19683831,ATE 0037,1204,Speed,1300 BLK 9TH ST NW S/B,25,,Live,Active,38.90868,-77.02406,397913.38308308,137868.26365197,2.0,2G,2G02,127800,{39A63775-D02B-6356-E063-782F520A029D}
-8563626.32347813,4708478.74361125,ATE 0038,1711,Speed,1300 BLK EASTERN AVE NE NW/B,25,,Live,Active,38.907838,-76.928364,406213.48488253,137776.95745409,7.0,7C,7C07,127801,{39A63775-D02C-6356-E063-782F520A029D}
-8570200.4629833,4707379.76664539,ATE 0040,1602,Speed,1300 BLK H ST NE E/B,25,,Live,Active,38.9001554,-76.9874205,401091.37788848,136921.7642745,6.0,6A,6A01,127802,{39A63775-D02D-6356-E063-782F520A029D}
-8575126.18351175,4716185.33731334,ATE 0042,1418,Speed,1300 BLK MISSOURI AVE NW E/B,30,Fixed,Live,Active,38.961689,-77.031669,397255.47100891,143752.92587006,4.0,4E,4E02,127803,{39A63775-D02E-6356-E063-782F520A029D}
-8573325.38484351,4708464.40570716,ATE 0043,1605,Speed,1300 BLK NEW JERSEY AVE NW N/B,25,,Idle,Retired,38.90773,-77.01549,398656.48314462,137763.50792936,2,2G,2G03,127804,{39A63775-D02F-6356-E063-782F520A029D}
-8570099.10660228,4710806.80575413,ATE 0044,1533,Speed,1300 BLK RHODE ISLAND AVE NE E/B,25,Fixed,Live,Active,38.92411,-76.98651,401169.96509431,139580.93345344,5.0,5C,5C06,127805,{39A63775-D030-6356-E063-782F520A029D}
-8570139.18158965,4710835.42334951,ATE 0045,1534,Speed,1300 BLK RHODE ISLAND AVE NE W/B,25,Fixed,Live,Active,38.92431,-76.98687,401138.74467146,139603.13059927,5.0,5B,5B03,127806,{39A63775-D031-6356-E063-782F520A029D}
-8574916.90281934,4710991.39094992,ATE 0048,3101,Stop Sign,13TH ST N/B @ GIRARD ST NW,25,Fixed,Live,Active,38.9254,-77.029789,397417.09377914,139724.46951795,1.0,1A,1A09,127807,{39A63775-D032-6356-E063-782F520A029D}
-8574914.3424653,4715484.86029347,ATE 0049,3409,Stop Sign,13TH ST N/B @ LONGFELLOW ST NW,25,,Live,Active,38.956796,-77.029766,397420.22466677,143209.70223306,4.0,4E,4E01,127808,{39A63775-D033-6356-E063-782F520A029D}
-8574916.56889665,4712696.03019139,ATE 0050,3407,Stop Sign,13TH ST N/B @ QUINCY ST NW,25,,Live,Active,38.937312,-77.029786,397417.78540401,141046.80420498,4.0,4C,4C04,127809,{39A63775-D034-6356-E063-782F520A029D}
-8574915.12169294,4715769.59771276,ATE 0052,3405,Stop Sign,13TH ST S/B @ MADISON ST NW,25,,Live,Active,38.958785,-77.029773,397419.68995941,143430.49971552,4.0,4E,4E01,127810,{39A63775-D035-6356-E063-782F520A029D}
-8574899.2030425,4712936.03638356,ATE 0053,3802,Stop Sign,13TH ST S/B @ RANDOLPH ST NW,25,,Live,Active,38.938989,-77.02963,397431.37079299,141232.96151145,4.0,4C,4C02,127811,{39A63775-D036-6356-E063-782F520A029D}
-8569072.7408902,4708778.01958091,ATE 0054,1559,Speed,1400 BLK BLADENSBURG RD NE S/B,25,,Live,Active,38.90993,-76.97729,401969.86459147,138006.9937889,5.0,5C,5C04,127812,{39A63775-D037-6356-E063-782F520A029D}
-8564523.78119857,4708796.76033975,ATE 0057,1717,Speed,1400 BLK KENILWORTH AVE NE S/B,25,,Live,Active,38.910061,-76.936426,405514.0611716,138023.2107362,7.0,7D,7D01,127813,{39A63775-D038-6356-E063-782F520A029D}
-8570160.33226538,4701581.81585854,ATE 0058,1819,Speed,1400 BLK MORRIS ROAD SE NW/B,25,Fixed,Live,Active,38.85961,-76.98706,401123.28686627,132420.92104585,8.0,8A,8A04,127814,{39A63775-D039-6356-E063-782F520A029D}
-8569858.65647607,4704508.59144893,ATE 0060,1608,Speed,1400 BLK PENNSYLVANIA AVE SE NW/B,25,Fixed,Live,Active,38.88008,-76.98435,401358.10628481,134693.27951524,6.0,6B,6B09,127815,{39A63775-D03A-6356-E063-782F520A029D}
-8569038.2318978,4698818.80950925,ATE 0064,1812,Speed,1400 BLK SOUTHERN AVE SE SW/B,25,,Live,Active,38.84028,-76.97698,401998.70094774,130275.32730624,8.0,8E,8E05,127816,{39A63775-D03B-6356-E063-782F520A029D}
-8575298.84007532,4709812.39223421,ATE 0065,1110,Speed,1400 BLK U ST NW E/B,25,Fixed,Live,Active,38.91716,-77.03322,397119.24874629,138809.86284466,1.0,1B,1B07,127817,{39A63775-D03C-6356-E063-782F520A029D}
-8575329.00759499,4716472.09874339,ATE 0067,3411,Stop Sign,14TH ST N/B @ FORT STEVENS DR NW,25,,Live,Active,38.963692,-77.033491,397097.64198602,143975.33385563,4.0,4A,4A07,127818,{39A63775-D03D-6356-E063-782F520A029D}
-8570026.19234991,4713129.24762142,ATE 0070,3502,Stop Sign,14TH ST N/B @ TAYLOR ST NE,25,,Live,Active,38.940339,-76.985855,401226.48400113,141382.5014388,5.0,5B,5B02,127819,{39A63775-D03E-6356-E063-782F520A029D}
-8575574.91233384,4709779.48528506,ATE 0079,1116,Speed,1500 BLK U ST NW E/B,25,Fixed,Live,Active,38.91693,-77.0357,396904.16578534,138784.41212053,2.0,2B,2B09,127820,{39A63775-D03F-6356-E063-782F520A029D}
-8569470.15142296,4707336.08237079,ATE 0082,1518,Speed,1600 BLK BENNING RD NE W/B,30,,Live,Active,38.89985,-76.98086,401660.46675591,136887.96128941,5.0,5D,5D07,127821,{39A63775-D040-6356-E063-782F520A029D}
-8569618.20635815,4713452.84894406,ATE 0083,1531,Speed,1600 BLK MICHIGAN AVE NE W/B,25,,Live,Active,38.9426,-76.98219,401544.171455,141633.54804063,5.0,5B,5B01,127822,{39A63775-D041-6356-E063-782F520A029D}
-8575648.82850143,4712306.47943329,ATE 0087,2110,Red Light,16TH ST N/B @ OAK ST NW,30,,Live,Active,38.93459,-77.036364,396847.36250099,140744.84510661,1.0,1D,1D06,127823,{39A63775-D042-6356-E063-782F520A029D}
-8575665.08115026,4714914.26439661,ATE 0089,1401,Speed,16TH ST S/B @ COLORADO AVE NW,25,,Live,Active,38.95281,-77.03651,396835.51299886,142767.43206225,4.0,4E,4E06,127824,{39A63775-D043-6356-E063-782F520A029D}
-8572598.11786574,4709142.82774938,ATE 0094,1501,Speed,1700 BLK N CAPITOL ST NE N/B,25,,Live,Active,38.91248,-77.008959,399223.18391103,138289.85793257,5.0,5F,5F07,127825,{39A63775-D044-6356-E063-782F520A029D}
-8569179.60758102,4699930.78284648,ATE 0098,1721,Speed,1800 BLK ALABAMA AVE SE NE/B,25,,Idle,Retired,38.84806,-76.97825,401888.23829127,131138.93421034,8.0,8C,8C05,127826,{39A63775-D045-6356-E063-782F520A029D}
-8576777.94205965,4709641.27715318,ATE 0100,1309,Speed,1800 BLK CONNECTICUT AVE NW S/B,25,,Live,Active,38.915964,-77.046507,395966.892978,138677.60010442,2.0,2D,2D01,127827,{39A63775-D046-6356-E063-782F520A029D}
-8567114.630995,4702509.65692077,ATE 0106,1718,Speed,1900 BLK BRANCH AVE SE N/B,25,,Live,Active,38.8661,-76.9597,403497.62415996,133142.05061531,7.0,7B,7B02,127828,{39A63775-D047-6356-E063-782F520A029D}
-8569053.25995379,4705570.2742891,ATE 0111,1739,Speed,1900 BLK INDEPENDENCE AVE SE E/B,25,Portable,Live,Active,38.887504,-76.977115,401985.66667721,135517.53295619,7.0,7F,7F07,127829,{39A63775-D048-6356-E063-782F520A029D}
-8568812.25322785,4699022.47163244,ATE 0113,1813,Speed,1900 BLK SOUTHERN AVE SE NE/B,30,,Live,Active,38.841705,-76.97495,402174.89496635,130433.55849983,8.0,8E,8E05,127830,{39A63775-D049-6356-E063-782F520A029D}
-8576428.73290214,4709421.95073404,ATE 0116,3203,Stop Sign,19TH ST S/B @ S ST NW,25,,Live,Active,38.914431,-77.04337,396238.86664435,138507.2904708,2.0,2B,2B01,127831,{39A63775-D04A-6356-E063-782F520A029D}
-8572948.10631622,4708471.44767286,ATE 0117,3603,Stop Sign,1ST ST S/B @ N ST NW,25,,Live,Active,38.907787,-77.012103,398950.43989029,137768.92793265,5.0,5E,5E01,127832,{39A63775-D04B-6356-E063-782F520A029D}
-8572086.82736892,4707369.55356028,ATE 0121,1603,Speed,200 BLK H ST NE E/B,25,,Live,Active,38.900084,-77.004366,399621.46285475,136913.77220954,6.0,6C,6C04,127833,{39A63775-D04C-6356-E063-782F520A029D}
-8573157.05296101,4708150.00780218,ATE 0124,1206,Speed,200 BLK NEW YORK AVE NW E/B,25,,Live,Active,38.90554,-77.01398,398787.60126033,137519.51593663,6.0,6E,6E03,127834,{39A63775-D04D-6356-E063-782F520A029D}
-8573263.91971074,4709459.00551453,ATE 0125,1119,Speed,200 BLK RHODE ISLAND AVE NW E/B,25,Fixed,Live,Active,38.91469,-77.01494,398704.49988818,138535.25410962,5.0,5E,5E03,127835,{39A63775-D04E-6356-E063-782F520A029D}
-8573239.42948053,4709504.78778283,ATE 0126,1120,Speed,200 BLK RHODE ISLAND AVE NW W/B,25,Fixed,Live,Active,38.91501,-77.01472,398723.58533307,138570.77366272,1.0,1B,1B01,127836,{39A63775-D04F-6356-E063-782F520A029D}
-8572088.38592345,4715330.82774056,ATE 0127,1404,Speed,200 BLK RIGGS RD NE E/B,25,,Live,Active,38.95572,-77.00438,399620.54490437,143089.84481257,5.0,5A,5A07,127837,{39A63775-D050-6356-E063-782F520A029D}
-8567124.88687641,4702459.29794399,ATE 0129,1705,Speed,2000 BLK BRANCH AVE SE S/B,25,,Idle,Retired,38.86574,-76.95979,403489.64585571,133102.94674419,7,7B,7B02,127838,{39A63775-D051-6356-E063-782F520A029D}
-8566291.98002126,4702229.43721205,ATE 0133,1708,Speed,2100 BLK 38TH ST SE N/B,25,,Live,Active,38.86414,-76.95231,404139.07940899,132924.78536715,7.0,7B,7B06,127839,{39A63775-D052-6356-E063-782F520A029D}
-8567067.83353675,4702021.85358523,ATE 0137,1752,Speed,2200 BLK BRANCH AVE SE N/B,25,Portable,Live,Active,38.862688,-76.959222,403539.27659924,132763.31214311,7.0,7B,7B02,127840,{39A63775-D053-6356-E063-782F520A029D}
-8567055.00711878,4702021.84783265,ATE 0138,1753,Speed,2200 BLK BRANCH AVE SE S/B,25,Portable,Live,Active,38.862688,-76.959222,403539.27659924,132763.31214311,7.0,7B,7B02,127841,{39A63775-D054-6356-E063-782F520A029D}
-8574049.72400534,4710161.78511455,ATE 0140,1113,Speed,2200 BLK GEORGIA AVE NW S/B,25,Portable,Live,Active,38.919602,-77.021999,398092.43259478,139080.65092924,1.0,1E,1E07,127842,{39A63775-D055-6356-E063-782F520A029D}
-8568606.31217116,4700648.34177766,ATE 0141,1804,Speed,2200 BLK IRVING ST SE W/B,20,,Live,Active,38.85308,-76.9731,402335.13016428,131696.30870053,8.0,8B,8B03,127843,{39A63775-D056-6356-E063-782F520A029D}
-8577338.10169971,4707719.29148402,ATE 0142,1201,Speed,2200 BLK K ST NW W/B,25,,Live,Active,38.902529,-77.051539,395529.65365262,137186.43982007,2.0,2A,2A09,127844,{39A63775-D057-6356-E063-782F520A029D}
-8566876.40729316,4710202.9920506,ATE 0144,1524,Speed,2200 BLK SOUTH DAKOTA AVE NE SE/B,25,,Live,Active,38.91989,-76.95756,403680.56835285,139113.24685955,5.0,5C,5C04,127845,{39A63775-D058-6356-E063-782F520A029D}
-8577001.58289698,4707719.29149103,ATE 0145,1202,Speed,2200 BLK K ST NW E/B,25,,Live,Active,38.902529,-77.048516,395791.87096627,137186.29611522,2.0,2A,2A08,127846,{39A63775-D059-6356-E063-782F520A029D}
-8568527.05268713,4700397.33330634,ATE 0147,1815,Speed,2300 BLK ALABAMA AVE SE NE/B,25,Portable,Live,Active,38.851324,-76.972388,402396.99135951,131501.39872512,8.0,8B,8B03,127847,{39A63775-D05A-6356-E063-782F520A029D}
-8568593.06518739,4700367.17267406,ATE 0148,1814,Speed,2300 BLK ALABAMA AVE SE SW/B,25,Portable,Live,Active,38.851113,-76.972981,402345.52409255,131477.96083465,8.0,8E,8E02,127848,{39A63775-D05B-6356-E063-782F520A029D}
-8568693.04501866,4702159.49307385,ATE 0150,1758,Speed,2300 BLK MARION BARRY AVE SE NW/B,25,,Live,Active,38.863643,-76.973877,402267.16485673,132869.72020196,8.0,8A,8A07,127849,{39A63775-D05C-6356-E063-782F520A029D}
-8569276.45563666,4710567.85137621,ATE 0154,1502,Speed,2400 BLK 18TH ST NE S/B,25,,Live,Active,38.92244,-76.97912,401810.82784951,139395.66994137,5.0,5C,5C06,127850,{39A63775-D05D-6356-E063-782F520A029D}
-8568382.56006519,4707088.62757272,ATE 0155,1529,Speed,2400 BLK BENNING RD NE NW/B,25,Fixed,Live,Active,38.89812,-76.97109,402508.01670772,136696.14052632,5.0,5D,5D09,127851,{39A63775-D05E-6356-E063-782F520A029D}
-8579614.69662021,4710390.42788111,ATE 0158,1313,Speed,2400 BLK WISCONSIN AVE NW N/B,25,Fixed,Live,Active,38.9212,-77.07199,393757.35306127,139260.27413371,3.0,3B,3B02,127852,{39A63775-D05F-6356-E063-782F520A029D}
-8579687.05427765,4710492.01673657,ATE 0159,1314,Speed,2400 BLK WISCONSIN AVE NW S/B,25,Fixed,Live,Active,38.92191,-77.07264,393701.04905214,139339.13474647,3.0,3B,3B02,127853,{39A63775-D060-6356-E063-782F520A029D}
-8568397.03153753,4707061.45092283,ATE 0160,1528,Speed,2500 BLK BENNING RD NE SE/B,30,Fixed,Live,Active,38.89793,-76.97122,402496.74635991,136675.04545308,7.0,7D,7D05,127854,{39A63775-D061-6356-E063-782F520A029D}
-8571469.4494687,4701929.21022696,ATE 0161,1816,Speed,2500 BLK FIRTH STERLING AVE SE W/B,25,Fixed,Live,Active,38.86204,-76.99882,400102.59816036,132690.58972523,8.0,8C,8C01,127855,{39A63775-D062-6356-E063-782F520A029D}
-8574154.47562006,4710606.48438796,ATE 0162,1114,Speed,2500 BLK GEORGIA AVE NW S/B,25,,Live,Active,38.92271,-77.02294,398010.91577375,139425.68517969,1.0,1E,1E06,127856,{39A63775-D063-6356-E063-782F520A029D}
-8570959.60628126,4701773.38167274,ATE 0164,1811,Speed,2500 BLK MARTIN LUTHER KING AVE SE n/b,25,,Live,Active,38.86095,-76.99424,400500.10402282,132569.60692069,8.0,8A,8A06,127857,{39A63775-D064-6356-E063-782F520A029D}
-8572596.00272058,4710484.86264279,ATE 0166,1532,Speed,2500 BLK NORTH CAPITOL ST NE N/B,25,,Live,Active,38.92186,-77.00894,399224.93375037,139331.11599269,5.0,5E,5E06,127858,{39A63775-D065-6356-E063-782F520A029D}
-8570858.19415622,4701508.19271365,ATE 0168,1821,Speed,2500 BLK SHERIDAN ROAD SE N/B,25,Portable,Live,Active,38.859095,-76.993329,400579.18596945,132363.69389966,8.0,8B,8B04,127859,{39A63775-D066-6356-E063-782F520A029D}
-8570899.27107447,4701718.05595329,ATE 0169,1822,Speed,2500 BLK SHERIDAN ROAD SE S/B,25,Portable,Live,Active,38.860563,-76.993698,400547.14788951,132526.65022602,8.0,8B,8B04,127860,{39A63775-D067-6356-E063-782F520A029D}
-8568136.54390096,4699702.08952774,ATE 0170,1818,Speed,2500 BLK SOUTHERN AVE SE NE/B,30,Fixed,Live,Active,38.84646,-76.96888,402701.68045066,130961.55855225,8.0,8E,8E01,127861,{39A63775-D068-6356-E063-782F520A029D}
-8574094.3631051,4710819.96982105,ATE 0171,1115,Speed,2600 BLK GEORGIA AVE NW N/B,25,Portable,Live,Active,38.924202,-77.0224,398057.78318116,139591.29818064,1.0,1E,1E05,127862,{39A63775-D069-6356-E063-782F520A029D}
-8572001.55673669,4710650.84092024,ATE 0173,1512,Speed,2600 BLK LINCOLN RD NE N/B,25,,Live,Active,38.92302,-77.0036,399688.00902504,139459.85397681,5.0,5F,5F04,127863,{39A63775-D06A-6356-E063-782F520A029D}
-8579744.94044532,4710761.0176079,ATE 0175,1305,Speed,2600 BLK WISCONSIN AVE NW N/B,25,,Live,Active,38.92379,-77.07316,393656.12337697,139547.8665882,3.0,3C,3C08,127864,{39A63775-D06B-6356-E063-782F520A029D}
-8579759.41196655,4710871.19546229,ATE 0176,1301,Speed,2600 BLK WISCONSIN AVE NW S/B,25,,Live,Active,38.92456,-77.07329,393644.91906703,139633.35213575,3.0,3B,3B01,127865,{39A63775-D06C-6356-E063-782F520A029D}
-8568158.02864469,4702924.28194962,ATE 0179,3701,Stop Sign,27TH ST N/B @ R ST SE,25,,Live,Active,38.869,-76.969073,402684.07870893,133463.65463772,7.0,7B,7B03,127866,{39A63775-D06D-6356-E063-782F520A029D}
