Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult,2024,4/9/2024,23,57aba6964a72e19c4ffba4bb555c81f49c709248,5360427dfccb965de20c7cf42c8fe2418a66c829,28,702,7D,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),704,7D,402300,131400,38.85,-76.973,704,7D,402300,131400,38.85,-76.973
Adult,2024,4/9/2024,13,812518a2c13ac3a9762658f344fe91a93dc5b3bf,8189a779a1c4608e4b556c8d7c98dcfcff742aca,27,708,7D,BLACK,UNKNOWN,FEMALE,Other Crimes,Unlawful Entry,603,6D,404400,136300,38.894,-76.95,603,6D,404400,136300,38.894,-76.95
Adult,2024,4/9/2024,17,62aa5ab9262e2c3c1b7ffe76fd0958376c6b4f02,02fbd6730a82e1b1d0d8461a35e4910b4c1cbc8b,27,704,7D,BLACK,NOT HISPANIC,FEMALE,Narcotics,Poss Of A Controlled Substance -misd,,,401300,136900,38.9,-76.986,104,1D,401300,136900,38.9,-76.986
Adult,2024,4/9/2024,3,d1aa41513cd35e8b73108c9c6583ae46a3bf2d3a,7283818b2da54d4a0d74282b6e7691576e132577,27,602,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,608,6D,406200,135800,38.89,-76.929,603,6D,405300,135800,38.89,-76.938
Adult,2024,4/9/2024,15,398d0fb32c1b5f39dc67b30e0c76311de67b0360,0aca36bd0901511a922bb2e1d93b54cdd6173ee0,26,702,7D,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle,704,7D,401800,131000,38.847,-76.979,704,7D,401800,131000,38.847,-76.979
Adult,2024,4/9/2024,8,4a866815e226943bd416f0e9c8de91d2cd4986e8,761c678847127556ab1738fbb5446033d2ab6f7b,25,,,WHITE,UNKNOWN,MALE,Simple Assault,Threats To Do Bodily Harm -misd,105,1D,398900,134300,38.877,-77.013,209,2D,397300,136400,38.895,-77.031
Adult,2024,4/9/2024,6,21c3f47a1f9a53072285fc3511866e103110a3ab,9429ad90482dc2410789ee860187241fa3d1470f,25,505,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,503,5D,402500,138600,38.915,-76.971,503,5D,402500,138600,38.915,-76.971
Adult,2024,4/9/2024,22,282d7ad046bce199b27eeaa4fb1b06db18d04afe,ce64a4b9d9691aff5ce97897b0910d362582d50e,25,,,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,104,1D,401000,136800,38.899,-76.988,104,1D,401000,136800,38.899,-76.988
Adult,2024,4/9/2024,8,e9419a04b5d2cc6d10b94a84e9b78e4d028ed476,05b19ff7413fcfbcb1379abc4b184655280f8039,25,,,WHITE,NOT HISPANIC,FEMALE,Burglary,Burglary Two (B2),408,4D,397100,140700,38.935,-77.033,408,4D,397100,140700,38.935,-77.033
Adult,2024,4/9/2024,13,85902561ab2cf707c2fbe3fd9075834867e3a00f,ff5c13d57fdf0a0cf29749392453b43570070a8a,24,605,6D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),101,1D,398100,137100,38.902,-77.022,209,2D,397500,136500,38.896,-77.029
Adult,2024,4/9/2024,16,ff8147e6b7104b70f631c994d0cf2e66dc04c9e8,8dafc4adf9700fb008385bbd87a5e3c02ceb7513,23,,,WHITE,HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,501,5D,399700,137100,38.901,-77.003,501,5D,399700,137100,38.901,-77.003
Adult,2024,4/9/2024,0,8f800bb089bb447b24b86197e21b8cf261c496bd,14ba77a2b21a22aa6cb9b7bbb8de598a2d037497,21,402,4D,BLACK,UNKNOWN,MALE,Disorderly Conduct,Affray,,,401200,131900,38.855,-76.986,703,7D,401200,131900,38.855,-76.986
Adult,2024,4/9/2024,16,86c171c4a166330f596586e498c270e348776f57,9a5ed72fcfbab553feabef8cef585377ebe9ad63,20,703,7D,BLACK,UNKNOWN,MALE,Narcotics,Poss W/i To Dist Marijuana-misd,703,7D,401500,131800,38.854,-76.983,703,7D,401000,132100,38.857,-76.988
Adult,2024,4/9/2024,17,15f555fbc8454faa3fb18124a05db9d41731b03c,5d34df52878ef18628daf8e330809bf74f7f8512,20,,,BLACK,UNKNOWN,MALE,Other Crimes,Unlawful Entry,301,3D,396900,138500,38.914,-77.036,301,3D,396900,138500,38.914,-77.036
Adult,2024,4/9/2024,0,8f800bb089bb447b24b86197e21b8cf261c496bd,1f86f6e765af3f79abbd7b3191793f875a2bc595,20,106,1D,BLACK,NOT HISPANIC,MALE,Disorderly Conduct,Affray,,,401200,131900,38.855,-76.986,703,7D,401200,131900,38.855,-76.986
Adult,2024,4/9/2024,20,4a2552280206bf0f35795d2cf7d2e24a2f34cf05,0f507ba1b6fab4c6e66a805abbb1f4d1530f9da0,19,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,CPWOL Outside Home or Business (Prior Felony) in violation of 2nd Emergency Act of 2014 Act 20-0564,607,6D,401400,133200,38.867,-76.984,607,6D,401400,133200,38.867,-76.984
Adult,2024,4/9/2024,14,7d6dc3cf7bb3df3ebabaa9b498aef30f376e8b64,afe1a66112e06c987c26392f65e0806b18818b06,19,,,BLACK,NOT HISPANIC,FEMALE,Theft,Theft (Second Degree),302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,4/9/2024,16,86c171c4a166330f596586e498c270e348776f57,9cd7c164d131d98d4c2509d1ddf30ff8eae5f032,19,603,6D,BLACK,NOT HISPANIC,MALE,Burglary,Burglary Two (B2),703,7D,401000,132100,38.857,-76.988,703,7D,401000,132100,38.857,-76.988
Adult,2024,4/9/2024,1,20130d75270e58e4b647fadb8e4966edc7c2f0d5,319c9c411f0460ee4153d15d1d1588017d92d77b,18,,,BLACK,UNKNOWN,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),407,4D,397800,142600,38.951,-77.026,407,4D,397800,142600,38.951,-77.026
Adult,2024,4/9/2024,23,5371a179d8ac8acb4b8626c384f8333c7b26197f,f71a5e0222ba2684db5537c4fab3fda63a8e7354,18,604,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Consumption of marijuana in public space prohibited,704,7D,402400,130800,38.845,-76.972,704,7D,402400,130800,38.845,-76.972
Adult,2024,4/9/2024,16,86c171c4a166330f596586e498c270e348776f57,fc0fb9341a0c21b5d1ab760622f8bf348daa9977,18,507,5D,BLACK,UNKNOWN,MALE,Property Crimes,Unauthorized Use Of A Vehicle,703,7D,401500,131800,38.854,-76.983,703,7D,401000,132100,38.857,-76.988
Adult,2024,4/10/2024,18,f090af9428ee8dad86d610393b421484d9187df6,1a142931f612c4abd61646bfa7222d10c2ee41ed,66,707,7D,BLACK,NOT HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),506,5D,401400,137000,38.901,-76.983,506,5D,401400,137000,38.901,-76.983
Adult,2024,4/10/2024,18,b9151b6679c615d2bab95a2cc4492ec451be5c0c,157adc38fb292bdaa9e67e858dc5999e7eab5059,65,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,406,4D,399500,144300,38.967,-77.006,406,4D,399500,144300,38.967,-77.006
Adult,2024,4/10/2024,17,2c03a17cf18c37cd5af4959928a146e2cfd6c1df,2ed03fc31ecb5d0cc77d42576aefc5e74264a1df,65,602,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Poss Of A Controlled Substance -misd,602,6D,405700,137300,38.903,-76.934,602,6D,405700,137300,38.903,-76.934
Adult,2024,4/10/2024,18,abaf6a911a88532584685334091ab1627a2f9a0b,a08fdaa88d3bdea5825df83f6a516780101f0c6b,63,403,4D,BLACK,HISPANIC,MALE,Simple Assault,Simple Assault,403,4D,397700,143100,38.956,-77.026,403,4D,397700,143100,38.956,-77.026
Adult,2024,4/10/2024,12,e6223bba14cd64ce4627f9a3570001d6ca848e61,8181e26a79bcce354a53646a8b8bcdd0218841af,63,,,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of A Controlled Substance,506,5D,401500,137100,38.902,-76.983,507,5D,401600,136900,38.9,-76.981
Adult,2024,4/10/2024,11,00534b5e90f605d5f48b4cceff8d30e02aa7158c,0012a4bed580f3a66dd9c39f3bec3291b6e097eb,63,404,4D,BLACK,UNKNOWN,MALE,Release Violations,Bench Warrant,404,4D,397700,141500,38.941,-77.026,404,4D,397700,141500,38.941,-77.026
Adult,2024,4/10/2024,18,3110b2147918dc42cf7b0ce5bd5424dba02851ab,ff7842b90fa846fb5c05d1ca3636433a0f8d0eba,59,204,2D,BLACK,UNKNOWN,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,204,2D,393100,140100,38.928,-77.08,204,2D,393100,140100,38.928,-77.08
Adult,2024,4/10/2024,9,dc8350b31e816f8455f3dec4b043c0682e87af07,0d2e3263db375c82254e67ecbf13671e906c5b69,58,405,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,406,4D,399900,143100,38.956,-77.001,405,4D,400600,142400,38.949,-76.993
Adult,2024,4/10/2024,17,a6ec9b5c3d86e698ad0c1c118fc656581c446af7,a540ccb8441082d06e05f0eef8ec543f2a8795bc,58,,,OTHER,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),302,3D,397200,140300,38.93,-77.032,302,3D,397200,140300,38.93,-77.032
Adult,2024,4/10/2024,12,e6223bba14cd64ce4627f9a3570001d6ca848e61,3300b15cf613966691ba3e6fe75f84fe57be659a,54,604,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of A Controlled Substance,506,5D,401500,137100,38.902,-76.983,507,5D,401600,136900,38.9,-76.981
Adult,2024,4/10/2024,17,a6ec9b5c3d86e698ad0c1c118fc656581c446af7,49ba0dda95f4fb8d42ce0e1b50ca38122569eb4d,54,,,OTHER,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),302,3D,397200,140300,38.93,-77.032,302,3D,397200,140300,38.93,-77.032
Adult,2024,4/10/2024,0,1aad6c41b03ae18d90e86c582fb5ff7d23531a55,05dd1238651920e8ac4927dece74dbbd21fcc7aa,54,505,5D,BLACK,UNKNOWN,MALE,Weapon Violations,Endangerment with a Firearm,505,5D,401500,139700,38.925,-76.983,401,4D,398300,145400,38.976,-77.019
Adult,2024,4/10/2024,8,7a9e50cd8c64e68d0420cc89a7e4174cc7475a09,db8ccdcdcdc2b221bca687e2254fb1a1db4b39a2,53,,,BLACK,UNKNOWN,MALE,Theft,Theft (Second Degree),507,5D,401700,136800,38.899,-76.98,507,5D,401600,137000,38.901,-76.982
Adult,2024,4/10/2024,16,0381f912f84b823a35b7ca33abb09a4d11cd7b2f,9f43cd58d77ed859f1a1dfa428e3e27dca2dd053,52,407,4D,BLACK,UNKNOWN,MALE,Traffic Violations,No Permit,402,4D,397600,143900,38.963,-77.027,407,4D,399100,142700,38.952,-77.011
Adult,2024,4/10/2024,23,ad4e84d137859cb14e2d9da0d044d7836f2e5c5f,d14b4f40ea16a545e1e7f2ad50ce6195db044f25,51,402,4D,WHITE,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,402,4D,397000,144000,38.964,-77.035,402,4D,397000,144000,38.964,-77.035
Adult,2024,4/10/2024,18,4bc6ec7cdf97f6ec830f272c06651e3af571577f,f918b2170b67598d9646d108a8602006acb330d3,50,703,7D,BLACK,UNKNOWN,MALE,Traffic Violations,Permit Suspended-oas,706,7D,400200,128500,38.824,-76.998,102,1D,398600,136300,38.894,-77.017
Adult,2024,4/10/2024,11,35b842ecc5771a443db5e7436973e4b11ef3dbc6,29fa11e2c24e822574c0d9130a13632ebef0d324,50,,,WHITE,NOT HISPANIC,MALE,Sex Offenses,Transport For Sex - Coercion And Enticement,101,1D,398600,136700,38.898,-77.016,102,1D,398200,136400,38.895,-77.02
Adult,2024,4/10/2024,15,8500a7029110cf05a6f25d0a2c29cf24ce0c7f59,0c9be8547320e84caea50c48f6b955999847d9b8,48,208,2D,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,305,3D,397800,139100,38.919,-77.025,305,3D,397800,139100,38.919,-77.025
Adult,2024,4/10/2024,5,2c4dfd23da85226c2d9f78e3157ba8a400668e1f,0c7797aad6cb346cbc3df0b81cd003a9c1c091d8,47,707,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,705,7D,400200,130800,38.845,-76.997,705,7D,400200,130800,38.845,-76.997
Adult,2024,4/10/2024,1,a667367b5a529b99a05afda567b3d5d4de585798,cd983a7a80113b8925592fdcb08303da66d657bf,45,702,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,603,6D,404000,135900,38.891,-76.954,603,6D,404100,135900,38.891,-76.953
Adult,2024,4/10/2024,14,cd97625e8f220523235640e9f55f906ed4a6d289,ec0dbc6841cc4d0ce1cd966707080c9c080a3e46,45,501,5D,BLACK,NOT HISPANIC,MALE,Other Crimes,"Violation Of Cpo - Fail To Appear To Hearing, Evidence, Protection Order",507,5D,401600,136900,38.9,-76.982,507,5D,401600,136900,38.9,-76.982
Adult,2024,4/10/2024,10,6350cdd13d4675cf8a8b72b8cb56f3a46160d266,12c0c973463498e6701a3e65b09886f5962e0ed6,44,603,6D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,603,6D,403300,135100,38.883,-76.962,603,6D,403300,135100,38.883,-76.962
Adult,2024,4/10/2024,18,bd224aab4b6602a6c9409838cab97f364f822362,07ff6fcc26734c1c82dd52bb9ee3a3290eb8da06,43,707,7D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,707,7D,400100,130700,38.844,-76.998,707,7D,400100,130700,38.844,-76.998
Adult,2024,4/10/2024,19,3603f9249927d1a32ad60d4c292826e5989485cd,08c77ed45beb2b8126107618f517178fb55f7f88,43,707,7D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",706,7D,400700,129800,38.836,-76.992,706,7D,400700,129800,38.836,-76.992
Adult,2024,4/10/2024,7,70535d2e8cc9edb5a7e9423b28d9d47a7517a5fc,5e9a4621ab597f1f03f081b10aa8e6f95c3d820a,43,502,5D,BLACK,NOT HISPANIC,MALE,Release Violations,Failure To Appear (USAO),502,5D,399600,138100,38.911,-77.004,102,1D,398400,136200,38.894,-77.019
Adult,2024,4/10/2024,19,0283eefbe7297a18fdee68a781cd2626381c2033,f4170b45232c1e3a44bf7feadd80bfe66bbe0494,42,,,WHITE,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,305,3D,397300,138800,38.917,-77.031,305,3D,397300,138800,38.917,-77.031
Adult,2024,4/10/2024,12,84d0aad27ece096effcd42dc9891d80bb7ae82eb,c30f2433fd7cac760812bb4a83396afb8783b8f1,42,602,6D,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,706,7D,400500,128800,38.827,-76.995,706,7D,400500,128800,38.827,-76.995
Adult,2024,4/10/2024,17,caed3dbce8688a81cd674e665bb22de602beb021,33495ed98d9cf1d88242c04dcc6ba753f142822d,41,,,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,501,5D,399200,138000,38.91,-77.009,501,5D,399200,138000,38.91,-77.009
Adult,2024,4/10/2024,19,6c17406f7abe960b2dc62b594edd8f0e42a23495,7e05d8838ca276c79e34fb919adc287d3e20fd40,40,,,BLACK,UNKNOWN,MALE,Release Violations,Fugitive From Justice,403,4D,397700,143100,38.956,-77.026,403,4D,397700,143100,38.956,-77.026
Adult,2024,4/10/2024,7,3d1676ef37269ee892a24897443883810eefe803,721e8acd19231331256a3111659a99fe2d372dd2,38,401,4D,WHITE,UNKNOWN,MALE,Damage to Property,Destruction Of Property Less Than $1000,204,2D,393500,140800,38.935,-77.075,207,2D,396500,137400,38.904,-77.041
Adult,2024,4/10/2024,20,b7a02391142cf0d234bc6135c772f54917d2f2b0,206f9dbdcebfc9be25caad21f9351d093eb9af95,38,708,7D,BLACK,NOT HISPANIC,FEMALE,Offenses Against Family & Children,Second Degree Cruelty To Children (all Other Offenses),708,7D,399300,128200,38.822,-77.008,708,7D,399200,128200,38.821,-77.009
Adult,2024,4/10/2024,4,e758d214c8eb93006f1e76b0f02eeb67550fbad1,caa250931ddf474ec470ec359bdc555866b6aa17,38,706,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,605,6D,405600,133900,38.873,-76.935,605,6D,405600,133900,38.873,-76.935
Adult,2024,4/10/2024,6,0cc4e8defe1c6ee15e89121f1eadcf1254324c4d,bd1568e824779e5523dee92a69002f976a8f6eb5,37,,,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (all Other Larceny),107,1D,402000,135100,38.883,-76.976,107,1D,400300,135200,38.884,-76.996
Adult,2024,4/10/2024,17,b298a3627b6265ebf12d69a5f52e8189b4d16fae,48e3820bf307f8f5d53cda8fbc47d82c71eca50d,36,,,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,407,4D,397800,142600,38.951,-77.026,407,4D,397900,142600,38.951,-77.025
Adult,2024,4/10/2024,6,661834abe59abef41cfb2aa0b5f9893ee61cf139,4b9d65f73c4464bccc5452294e2876fc92c1c402,36,607,6D,BLACK,NOT HISPANIC,FEMALE,Weapon Violations,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,708,7D,399200,128600,38.825,-77.01,708,7D,399200,128600,38.825,-77.01
Adult,2024,4/10/2024,18,f668a34deadd08cdaac320bc14f6a225216d5061,a84b99b4d731969add411fbff9d5441ea3718c75,36,701,7D,BLACK,UNKNOWN,MALE,Release Violations,Failure To Appear (OAG),701,7D,401500,132900,38.864,-76.983,701,7D,401500,132900,38.864,-76.983
Adult,2024,4/10/2024,13,d3b50bca21bf61b186c6ef017c4eedcc237018d3,ddca259080e8cefa37707d89424dc31c2d2b2da2,35,,,BLACK,UNKNOWN,MALE,Property Crimes,Unauthorized Use Of A Vehicle - Crime Of Violence,604,6D,405400,135700,38.889,-76.938,604,6D,405400,135700,38.889,-76.938
Adult,2024,4/10/2024,10,0b989eb4f1d928a6dcfec8f7cfdfd33b45557988,2a4bc748c4b68347d0d1d2e3a64059fc6ef0e597,35,,,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (theft From Building),106,1D,399700,134300,38.877,-77.004,106,1D,399700,134300,38.877,-77.004
Adult,2024,4/10/2024,2,d0607f4ed88c0b99d016708b8fbbd7838a148357,0bd6433c763198c2d7fe60b3560aaff33836ccdf,34,208,2D,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,302,3D,396700,140200,38.93,-77.038,302,3D,396700,140200,38.93,-77.038
Adult,2024,4/10/2024,14,54795081a4d83a758113a7c0a50f39b07894e4bf,0a8c7e132359cae3acc8c2d4067df0a3946cdb76,33,606,6D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,706,7D,401000,129300,38.831,-76.989,706,7D,401000,129300,38.831,-76.989
Adult,2024,4/10/2024,18,35848eb9389feb58471b289f98311110642e113b,bf4f0ac014859aa48719f28e871d972af3abfe23,33,,,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,706,7D,400700,129900,38.837,-76.991,706,7D,400700,129900,38.837,-76.991
Adult,2024,4/10/2024,8,a966477044e026769ac18308aa5002437727b746,3a121ec3cd0c4c7e632766d18d2155aa699cb69e,32,604,6D,BLACK,UNKNOWN,MALE,Theft from Auto,Theft (theft From Motor Vehicle),705,7D,400900,130200,38.84,-76.99,705,7D,400500,130200,38.839,-76.994
Adult,2024,4/10/2024,23,55bf637211784c59d78f75f314a40ab4ec48238d,7a97d133ae7ee9d3ae01bf1b6445a043b30e7fe8,32,,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,209,2D,397500,136500,38.896,-77.028,209,2D,397500,136500,38.896,-77.028
Adult,2024,4/10/2024,8,aa0c8f26389ce22b730c76763affa5fd8653e485,c7b7c167e722d09f5a76ad955662636d6d33330c,32,305,3D,WHITE,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,305,3D,397900,138700,38.916,-77.024,305,3D,397900,138700,38.916,-77.024
Adult,2024,4/10/2024,8,2a3a84941d1b1cdbd67e33c384908feab2946df2,8975f83f9eb4db8e35d3652dba56d12cc93b7789,31,707,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Failure To Appear (USAO),302,3D,396500,140700,38.934,-77.04,302,3D,396500,140700,38.934,-77.04
Adult,2024,4/10/2024,12,3e47f36f65e3b45263fd90e7dc00dc6631debc1c,3ac3c66064c1fdb79bc97739cbbe3ecde635fb0f,30,302,3D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft (Second Degree),302,3D,397100,140200,38.929,-77.033,302,3D,397100,140200,38.929,-77.033
Adult,2024,4/10/2024,16,275eac9cb78316fcbcd699be42e7069def5b497e,3092f9e16136db4a6a5d33e847404701a9f1ef9b,30,603,6D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,603,6D,404100,135300,38.886,-76.953,603,6D,404100,135300,38.886,-76.953
Adult,2024,4/10/2024,7,7b01d60175124b0239f87741ac194f6a07bc37ad,3afd831154e8bc649b2884f7494809ff7154172c,30,,,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,304,3D,397400,139600,38.924,-77.029,304,3D,397400,139600,38.924,-77.029
Adult,2024,4/10/2024,9,0b989eb4f1d928a6dcfec8f7cfdfd33b45557988,c1bb8f38e3eb21dda43c1b3c1675e1263618e3ad,29,105,1D,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (theft From Building),106,1D,399700,134300,38.877,-77.004,106,1D,399700,134300,38.877,-77.004
Adult,2024,4/10/2024,12,1e95ff6dfd4fa4378f3e07b82e778f3cf4884c28,ddacee24fcea237fc58fcfd4facd7e6af7b0a6a9,29,504,5D,BLACK,NOT HISPANIC,MALE,Release Violations,Contempt - Misdemeanor,409,4D,398000,140100,38.929,-77.023,409,4D,398000,140000,38.928,-77.023
Adult,2024,4/10/2024,17,ac33712b5aa0e74971c0b22edca5be1041d9104a,f95ba5663115d703726c5cac54a3ac5d166fef6d,29,,,BLACK,UNKNOWN,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),305,3D,,,38.919,-77.023,305,3D,,,38.919,-77.023
Adult,2024,4/10/2024,19,768a1aabb5e336942be79fd46228bf559e67b537,5ddd50db68ead8bbe780ea13c0460ca10d7d5fc9,28,206,2D,BLACK,UNKNOWN,MALE,Release Violations,Contempt - Condition Of Release Violation,206,2D,394300,137400,38.905,-77.066,206,2D,394300,137400,38.905,-77.066
Adult,2024,4/10/2024,14,abf3103ec05168ab8f9109d6d64c01d518ea5b7d,502183365070cd8c40625dd32bca676f131c0a99,27,,,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),302,3D,396700,140400,38.932,-77.038,302,3D,396700,140400,38.932,-77.038
Adult,2024,4/10/2024,12,c4c72305f3a89f2857469517fb5671f975a57bc7,700410f989d458ef33fe89fb983fe76947192062,27,,,BLACK,NOT HISPANIC,FEMALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),306,3D,398100,138700,38.916,-77.022,305,3D,398100,138500,38.914,-77.022
Adult,2024,4/10/2024,10,030f7d915406661e7bdc3c66f5e30740deb876c5,44a6bb2186d54c0de8f7867f5c5e5d78bad1d882,26,607,6D,BLACK,NOT HISPANIC,MALE,Theft,Theft (Second Degree),706,7D,400200,128800,38.827,-76.998,707,7D,399500,129900,38.837,-77.006
Adult,2024,4/10/2024,17,73be2794666ca793354361371baae132aaf24221,379888be2f7d485d9c118694c5910978d2da1ad1,26,701,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,607,6D,402000,133600,38.871,-76.977,607,6D,401700,133400,38.868,-76.98
Adult,2024,4/10/2024,22,5f295356823813387076bb3dd6aa24bd183f1226,3d702723eca6cc9ab982be69932b7ac667fd7f09,26,106,1D,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,407,4D,398200,142000,38.946,-77.021,407,4D,398200,142000,38.946,-77.021
Adult,2024,4/10/2024,16,38b02139f3fa97c013c64b0567dc9e6108e3229e,3ebb97209f8bb20d0c96b8690843f15578838e73,26,501,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,501,5D,400300,137200,38.903,-76.997,104,1D,399900,137000,38.9,-77.002
Adult,2024,4/10/2024,19,abe4123ab67ade48ad7a75440bf4a2dfe3b56700,5a965ac74d9389a3bd9032544bb6cc36e0506b69,25,507,5D,BLACK,NOT HISPANIC,MALE,Homicide,Murder I,507,5D,402100,136700,38.898,-76.975,507,5D,402100,136700,38.898,-76.975
Adult,2024,4/10/2024,17,d44de843d660835651b75e2490fafd20cb485067,611130624af16ee14c86dccd88801259198bddc7,25,607,6D,UNKNOWN,UNKNOWN,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,605,6D,403000,134600,38.879,-76.965,605,6D,403000,134600,38.879,-76.965
Adult,2024,4/10/2024,0,6e39d2b31665edf4f96423a98d0b5cc53f0cfd88,d8747dc2dbe6f33804abf1e5d46b256bbd892fbe,24,407,4D,OTHER,NOT HISPANIC,MALE,Simple Assault,Simple Assault,407,4D,398700,142500,38.95,-77.014,407,4D,398700,142500,38.95,-77.014
Adult,2024,4/10/2024,15,eb7891b476fe0d5eb165e7c94dde452b47536b7a,6f62dd5bb42589de066e5bed3fb2705453f2e4f5,24,,,BLACK,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult,2024,4/10/2024,6,182febfae59ff8066d1bcae362ecd5c481f3949b,9b6abb18a36359275d7e08390cde9710ae69a702,24,708,7D,BLACK,NOT HISPANIC,MALE,Release Violations,Fugitive From Justice,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult,2024,4/10/2024,10,683df3fb18acfa39622d1536723dc270a8d1b9a9,d3bb670d3c652a35b387b6f702af86fef26db73d,24,101,1D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,503,5D,403400,139600,38.925,-76.961,503,5D,403400,139600,38.925,-76.961
Adult,2024,4/10/2024,14,abf3103ec05168ab8f9109d6d64c01d518ea5b7d,ae96c58466d39326ae48793261ef50c59a52b85e,23,302,3D,WHITE,HISPANIC,MALE,Liquor Law Violations,Possession Of An Open Container Of Alcohol (poca),302,3D,396700,140400,38.932,-77.038,302,3D,396700,140400,38.932,-77.038
Adult,2024,4/10/2024,11,564a3c7607465bd513a711a292e3559469b81694,67dc679439c6325c2768293d11a6ef3ae5a596d8,23,706,7D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,602,6D,405000,137100,38.902,-76.942,602,6D,405000,137100,38.902,-76.942
